title,ingredients
Fruity Rum Bundt Cake,"['chopped dried apricots', 'dried tart cherries', 'golden raisins', 'plus 2 tablespoons gold rum, divided', 'plus 3 cups all-purpose flour, plus more for pan', '(2 sticks) unsalted butter, room temperature, plus more for pan', 'baking powder', '1/2 teaspoons kosher salt', 'ground cloves', 'vegetable oil', '1/4 cups plus 2 tablespoons (or more) sour cream', 'raw sugar, plus more for serving', 'bean, split lengthwise', 'egg yolks', 'egg', 'powdered sugar', 'A 12-cup Bundt pan']"
Fudgy Chocolate Birthday Cake,"[""devil's food cake mix (1 pound 2.25 ounces)"", 'water', 'vegetable oil', 'eggs', 'vanilla extract', 'sour cream', '12-ounce packages semisweet chocolate chips (4 cups)', 'seedless raspberry jam', 'unsalted butter', 'powdered sugar']"
Fudgy Chocolate Layer Cake with Coffee-Chocolate Frosting,"['sugar', '1/2 cups cake flour', 'baking soda', 'salt', 'water', 'instant espresso powder', 'unsweetened chocolate, finely chopped', 'vegetable oil', 'sour cream, room temperature', 'eggs, room temperature', '1/2 teaspoons vanilla extract', 'whipping cream', '(1 stick) unsalted butter, cut into 1/2-inch pieces', 'sugar', 'water', 'instant espresso powder', 'salt', 'semisweet chocolate, finely chopped', 'vanilla extract']"
Fudgy Orange-Zucchini Cake with Orange Glaze,"['1/2 cups flour', 'cocoa', '1/2 teaspoons baking powder', '1/2 teaspoons baking soda', 'salt', 'cinnamon', 'butter', 'sugar', ', lightly beaten', 'vanilla', 'milk', 'grated zucchini', 'grated orange zest', 'chopped nuts', 'calendula blossoms and petals, tuberous begonia blossoms, or orange mint sprigs, for garnish', ""1/4 cups sifted confectioner' sugar"", 'fresh orange juice', 'vanilla']"
Fuji Apple Spice Cake with Cream Cheese Frosting,"['all purpose flour', '3/4 teaspoons ground cinnamon', '1/2 teaspoons baking powder', 'salt', 'ground allspice', 'freshly grated nutmeg or ground nutmeg', 'baking soda', '(2 sticks) unsalted butter, room temperature', '1/4 cups sugar', '(packed) golden brown sugar', 'eggs', 'vanilla extract', 'bourbon, apple brandy, or rum (optional)', '1/2 cups unsweetened applesauce', 'Fuji or Gala apples (13 to 14 ounces total), peeled, halved, cored, cut into 1/3-inch cubes', '1/2 cups finely chopped pecans (about 6 ounces)', '8-ounce package cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', 'vanilla extract', 'Pinch of salt', 'powdered sugar (measured, then sifted)', 'Coarsely chopped toasted pecans (for garnish)', 'Special equipment: 2 9-inch-diameter cake pans with 2-inch-high sides']"
Gallette of Sweet Potato-Crusted Tobago Crab Cake,"['olive oil', 'bell peppers, finely diced', 'bell peppers, finely diced', 'bell peppers, finely diced', '(green and white parts), chopped', 'celery, finely diced', 'pimiento peppers, seeded and finely diced (see Tips, below)', '1/2 pounds jumbo lump crabmeat, picked over', 'mayonnaise', 'grainy mustard', 'salt', 'Pinch freshly ground black pepper', 'Wondra quick-dissolving flour or all-purpose flour (See Tips, below)', '', 'panko (Japanese breadcrumbs) or fresh breadcrumbs', 'whites', 'yellow sweet potatoes (not orange), peeled and coarsely grated', 'canned unsweetened coconut milk', 'callaloo leaves, fresh or frozen and defrosted, roughly chopped (see Tips, below)', 'pods okra, fresh or frozen', 'onion, chopped', 'fresh pumpkin, diced', 'scallions, chopped', 'pimiento peppers, seeded and chopped', 'bonnet chile, whole', 'garlic, chopped', 'thyme sprigs', 'olive oil, divided into 4 (2-tablespoon) portions', 'salt', 'Pinch freshly ground black pepper']"
German Lebkuchen Cake with White Chocolate Frosting,"['3 large oranges', 'honey', 'orange juice', '(1 1/2 sticks) unsalted butter, room temperature', 'firmly packed golden brown sugar', 'vanilla extract', '1/4 teaspoons ground cinnamon', 'ground cloves', 'ground nutmeg', 'ground allspice', 'salt', 'eggs, room temperature', '3/4 cups all purpose flour', '1/2 teaspoons baking soda', 'baking powder', 'half and half', 'lemon juice', 'dried currants', 'imported white chocolate (such as Lindt), chopped', '(2 sticks) unsalted butter, room temperature', 'cream cheese, room temperature', 'toasted sliced almonds', 'Orange slices or orange peel ribbon']"
Ginger Cake,"['all-purpose flour', 'ground ginger', 'cinnamon', '(1 cup) unsalted butter, softened', 'packed light brown sugar', 'blackstrap molasses*', 'boiling-hot water', 'baking soda', 'eggs, lightly beaten', 'Accompaniment: lightly sweetened whipped cream']"
Ginger Cake with Crystallized Ginger Frosting,"['1/2 cups all purpose flour', 'ground ginger', 'ground cinnamon', 'baking soda', 'ground cloves', 'salt', '(2 sticks) unsalted butter, room temperature', '1/4 cups (packed) golden brown sugar', 'eggs', 'mild-flavored (light) molasses', 'stout (beer), flat, room temperature', 'chilled whipping cream', 'powdered sugar', 'minced crystallized ginger', 'Orange slices, quartered', 'Crystallized ginger slices', 'Fresh cranberries']"
Ginger Crunch Cake with Strawberry Sauce,"['pecans, toasted and chopped fine', 'gingersnap cookie crumbs (from about eight 2-inch gingersnaps)', 'firmly packed light brown sugar', '(1/4 cup) unsalted butter, melted', '3/4 cups all-purpose flour', 'baking soda', 'ground ginger', 'cinnamon', 'salt', 'unsulfured molasses', 'buttermilk', 'granulated sugar', '(6 tablespoons) unsalted butter, softened', 'egg, beaten lightly', 'well-chilled heavy cream', 'vanilla extract', 'granulated sugar', 'strawberries', 'fresh lemon juice', 'Garnish: strawberries, with leaves and blossoms if desired (not recommended for eating)']"
Ginger-Lime Coconut Cake with Marshmallow Frosting,"['eggs', 'egg yolks', 'sugar', 'fresh lime juice', 'grated lime peel (from about 12 limes)', 'grated peeled fresh ginger', 'Pinch of salt', '(3/4 stick) unsalted butter, cut into pieces, room temperature', 'sifted cake flour (sifted, then measured)', 'baking soda', 'salt', '1/2 cups (3 sticks) unsalted butter, room temperature', 'sugar', 'eggs', 'buttermilk, room temperature', 'Bamboo skewers', '1/2 cups sugar', 'egg whites', 'water', 'light corn syrup', 'cream of tartar', 'vanilla extract', '7-ounce package sweetened flaked coconut (about 3 cups)']"
Ginger Spice Cake with Dried Cherries,"['(1 stick) unsalted butter, room temperature, plus more for pan', '1/2 cups all-purpose flour plus more for pan', 'dried tart cherries (about 6 ounces), finely chopped', 'finely chopped crystallized ginger', 'finely grated peeled ginger', 'Dijon mustard', 'hot espresso or very strong coffee', 'ground ginger', 'baking soda', '1/2 teaspoons kosher salt', 'ground allspice', 'ground cinnamon', 'freshly ground black pepper', '(packed) dark brown sugar', 'eggs', 'mild-flavored (light) molasses', 'Luscious Chocolate Icing (optional)', 'Special equipment: A 6-8-cup Bundt pan']"
Gingerbread Layer Cake with Candied Kumquats,"['cola', '1/2 teaspoons baking soda', 'mild-flavored (light) molasses', 'all purpose flour', 'ground ginger', '1/2 teaspoons baking powder', '1/4 teaspoons ground cinnamon', 'ground cloves', 'ground nutmeg', 'salt', '(packed) dark brown sugar', 'vegetable oil', 'eggs', 'water', 'honey', 'sugar', 'cloves', 'sticks, broken in half', 'bean, split lengthwise', 'kumquats, cut into 1/4-inch-thick rounds, seeded', '1/3 cups (packed) dark brown sugar', 'plus 1 tablespoon whipping cream', '8-ounce packages cream cheese, room temperature', '(1 1/2 sticks) unsalted butter, room temperature', 'vanilla extract', 'pecans, toasted, chopped', 'chopped crystallized ginger']"
Gingerbread Layer Cake with Cream Cheese Frosting and Candied Pistachios,"['Guinness extra stout or dark beer', 'mild-flavored (light) molasses', '1/2 teaspoons baking soda', 'all purpose flour', 'ground ginger', '1/2 teaspoons baking powder', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'ground cardamom', 'eggs', 'sugar', '(packed) dark brown sugar', 'vegetable oil', 'minced peeled fresh ginger', 'finely chopped pistachios', 'light corn syrup', 'sugar', '8-ounce packages cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', 'finely grated orange peel', 'powdered sugar']"
Glazed Lemon Poppy-Seed Cake,"['1/4 cups all-purpose flour', 'baking powder', 'finely grated fresh lemon zest', 'salt', '(1 cup) unsalted butter, softened', 'granulated sugar', 'eggs', 'poppy seeds', '1/2 cups confectioners sugar', 'fresh lemon juice']"
Glazed Pear and Pecan Cake,"['sugar', '', 'vegetable oil', '1/2 tablespoons pear vinegar or white wine vinegar', 'all purpose flour', 'ground cinnamon', '1/2 teaspoons baking powder', 'baking soda', 'salt', '1/2 pounds Bosc pears (about 2 very large), peeled, cored, cut into 1/2- to 3/4-inch pieces', 'toasted pecan pieces', 'diced dried pear (about 3 ounces)', 'pear nectar', 'whipping cream']"
Almond-Apricot Food Processor Cake,"['unsalted butter, plus more for pan', '1/2 cups blanched sliced almonds (about 10 ounces), divided', 'apricots, divided', 'kosher salt', '1/2 cups plus 2 tablespoons sugar, divided', 'eggs', 'vanilla extract', 'all-purpose flour (regular or gluten-free)', '1/2 teaspoons baking powder', 'amaretto (optional)', 'heavy cream', 'A 9-inch cake pan (preferably light-colored metal)']"
Gluten-Free Chocolate Tea Cake,"['Nonstick vegetable oil spray', 'unsweetened cocoa powder', 'unsalted, roasted almonds, plus 2 tablespoons chopped', '. bittersweet or semisweet chocolate (61%–72% cacao), coarsely chopped', 'olive oil', 'kosher salt', 'granulated sugar, divided', 'eggs, separated', 'cream of tartar', 'raw sugar']"
Goat Cheese and Thyme Potato Cake,"['1/2 pounds small red potatoes', '(6 tablespoons) unsalted butter, softened', 'sour cream', 'goat cheese (preferably aged; about 1/2 cup), grated if aged or forced through a grater if soft', 'eggs', 'fresh thyme leaves']"
Goat Cheese Cake with Mixed Berries,"['Unsalted butter (for pan)', 'sugar plus more for pan', 'fresh soft goat cheese, room temperature', 'finely grated lemon zest', 'fresh lemon juice', 'vanilla extract', 'eggs, separated', 'all-purpose flour', '1/2 pints mixed berries (blackberries, strawberries, blueberries, and/or raspberries)', 'Special equipment: A 9""-diameter springform pan']"
Golden Cake with Chocolate Sour Cream Frosting,"['1/2 cups cake flour (not self-rising)', 'baking powder', 'baking soda', 'salt', '(1 cup) unsalted butter, softened', 'sugar', 'eggs at room temperature', 'vanilla', 'sour cream', 'Chocolate sour cream frosting', 'Garnish: brown sugar buttercream']"
Golden Crisp Daikon Cake with Spicy Herb Soy Sauce,"['1/2 pounds daikon (Asian white radish), peeled, cut into 1-inch pieces', 'sweet pork sausages (lop chong), cut into 1/4-inch cubes (about 3 ounces)', 'finely chopped green onions (about 3 large)', 'small dried shrimp, finely chopped', '1/2 cups water, divided', 'Nonstick vegetable oil spray', '1/2 cups rice flour', 'soy sauce', 'Asian sesame oil', '(or more) vegetable oil, divided', 'fresh cilantro leaves', 'grated peeled fresh ginger, juices included', 'Thai red chiles, halved lengthwise, seeds removed, thinly sliced crosswise or 1 tablespoon hot chili sauce (such as sriracha)', 'sesame seeds, toasted']"
Golden Potato Cake,"['unsalted butter or 6 tablespoons ghee', 'small russet potatoes, peeled, very thinly sliced', 'Flaky sea salt', 'Freshly ground white or black pepper']"
Golden Pumpkin and Apricot Layer Cake,"['cake flour', 'baking powder', 'ground cinnamon', 'ground allspice', 'baking soda', 'salt', 'Apricot Puree', 'canned solid pack pumpkin', 'buttermilk', '(1 1/2 sticks) unsalted butter, room temperature', '1/2 cups sugar', 'eggs, room temperature', 'vanilla extract', '1/4 pounds cream cheese, room temperature', '1/2 cups powdered sugar', 'Apricot Puree', 'canned solid pack pumpkin', 'ground cinnamon', 'ground allspice', 'Dried apricot cutouts (optional)']"
Grapefruit–Poppy Seed Loaf Cake With Yogurt Glaze,"['Nonstick vegetable oil spray', '1/2 cups all-purpose flour', 'baking powder', 'kosher salt, plus more', 'finely grated grapefruit zest', 'granulated sugar', 'eggs, room temperature', 'vegetable oil', 'vanilla extract', 'plus 1 tablespoon plain Greek yogurt', 'fresh grapefruit juice, divided', 'poppy seeds, plus more for sprinkling', 'powdered sugar']"
Grilled Coconut Poundcake Sundaes With Tropical Fruit,"['packed light brown sugar', 'fresh lemon juice', 'water', '(1/8-inch-thick) slices fresh ginger, smashed', ', trimmed, peeled, and halved lengthwise', '(1/2-inch-thick) slices coconut pound cake', 'premium ice cream (vanilla, banana, or mango)', ', peeled, pitted, and cut lengthwise into 1/4-inch pieces']"
"Grilled Pound Cake with Pineapple ""Salsa"" and Tequila Whipped Cream","['heavy (whipping) cream', ""confectioners' sugar"", 'ground cinnamon', 'tequila (preferably gold)', 'pound cake (each 1/2 inch thick)', '3 tablespoons unsalted butter, melted', 'Pineapple ""Salsa""', 'mint sprigs, for garnish']"
Guinness Stout Ginger Cake,"['Guinness stout', 'molasses', 'baking soda', 'eggs', 'granulated sugar', 'firmly packed dark brown sugar', 'grapeseed or vegetable oil', 'all-purpose flour', 'ground ginger', '1/2 teaspoons baking powder', 'ground cinnamon', 'ground cloves', 'freshly grated nutmeg', 'ground cardamom', 'grated, peeled fresh gingerroot']"
Hazelnut Butter Cake with Sea Salt Caramel,"['(1 stick) unsalted butter, room temperature, plus more', 'all-purpose flour, plus more', 'blanched hazelnuts', 'granulated sugar, divided', 'baking powder', 'kosher salt', 'eggs', 'raw or granulated sugar', 'granulated sugar', 'light corn syrup', 'heavy cream', 'unsalted butter', 'flaky sea salt (such as Maldon)']"
Hazelnut Dome Cake,"['Nonstick vegetable oil spray', '2/3 cups blanched slivered almonds (about 11 ounces), toasted', '3/4 cups hazelnuts (about 7 ounces), toasted', 'sugar', 'cake flour', 'egg whites', 'bittersweet (not unsweetened) or semisweet chocolate, chopped', 'whipping cream', 'chilled whipping cream', 'sugar', 'plus 3 tablespoons amaretto or other almond liqueur', 'hazelnuts, toasted, husked, chopped (about 2 ounces)', 'finely chopped semisweet chocolate (about 2 ounces)', 'Unsweetened cocoa powder', 'Powdered sugar', 'Fresh raspberries and blackberries']"
"Hershey's ""Perfectly Chocolate"" Chocolate Cake","['sugar', '3/4 cups all-purpose flour', ""Hershey's Cocoa powder"", '1/2 teaspoons baking powder', '1/2 teaspoons baking soda', 'salt', '', 'milk', 'vegetable oil', 'vanilla extract', 'boiling water', 'butter', ""Hershey's Cocoa Powder"", 'powdered sugar', 'milk', 'vanilla extract']"
Holiday Fruit-Filled Pound Cake,"['Cognac or other brandy', 'golden raisins', 'currants', 'dried apricots, finely chopped', 'dried cranberries', 'whole blanched almonds plus 1/3 cup for top of cake (6 ouncecs total)', 'sugar, divided', 'all-purpose flour', 'baking powder', 'salt', '1/2 sticks unsalted butter, softened', 'eggs', 'pure vanilla extract', 'grated orange zest', 'sweet orange marmalade or apricot preserves', 'orange-flavored liqueur', 'Equipment: a 9-inch springform pan']"
Honey and Spice Loaf Cake,"['all purpose flour', '1/2 teaspoons ground cinnamon', 'ground ginger', 'baking soda', 'salt', 'ground cloves', 'honey', 'sugar', 'vegetable oil', 'eggs', 'boiling water', 'raisins']"
Hungarian Chocolate Mousse Cake Bars,"['fine-quality bittersweet chocolate (not unsweetened), chopped', 'unsalted butter, softened', 'sugar', 'eggs, separated', 'cake flour (not self-rising)', 'unsweetened cocoa powder', 'salt', 'cream of tartar', 'apricot jam, melted and strained', 'heavy cream', 'fine-quality bittersweet chocolate (not unsweetened), finely chopped in a food processor', 'heavy cream', 'fine-quality bittersweet chocolate (not unsweetened), finely chopped in a food processor', 'unflavored gelatin', 'cold water', 'chilled heavy cream', 'confectioners sugar', 'vanilla']"
Iced Cappuccino Cream Cake,"['chocolate wafer crumbs', 'blanched almonds, toasted lightly, cooled completely, and\xa0ground fine', '(1/4 cup) unsalted butter, melted and cooled', 'sugar', 'ground fresh coffee', 'of unflavored gelatin', 'eggs, separated, the whites at room temperature', 'plus 1 teaspoon sugar', 'heavy cream', 'vanilla extract', 'ground cinnamon', 'heavy cream', 'kahlúa', 'sugar']"
